course_id,ualberta_feedback_user_id,feedback_system,feedback_rating,feedback_max_rating,feedback_ts
"99SZyjVxEeW6RApRXdjJPw",63b1c86393490ad92e830e5e1806506e74f763fb,"STAR",5,5,2016-06-01 10:39:43.237
"99SZyjVxEeW6RApRXdjJPw",e0f236a8a31be6bd078fd853835e68f8d77b24e9,"NPS_END_OF_COURSE",10,10,2016-04-26 17:14:20.104
"99SZyjVxEeW6RApRXdjJPw",37128d7ce6f713fdf878414a2584d207dc3fa1a9,"NPS_END_OF_COURSE",10,10,2016-05-03 20:38:02.573
"99SZyjVxEeW6RApRXdjJPw",37128d7ce6f713fdf878414a2584d207dc3fa1a9,"STAR",5,5,2016-04-26 00:08:33.031
"99SZyjVxEeW6RApRXdjJPw",3554645427ff0b3e3ff3feea9a8dd8467d246113,"NPS_END_OF_COURSE",10,10,2016-04-21 10:13:13.969
"99SZyjVxEeW6RApRXdjJPw",3554645427ff0b3e3ff3feea9a8dd8467d246113,"NPS_FIRST_WEEK",10,10,2016-03-23 20:29:05.38
"99SZyjVxEeW6RApRXdjJPw",c2455adea47d17777b880fcabe785981d4bc3591,"NPS_END_OF_COURSE",8,10,2016-04-27 23:09:35.504
"99SZyjVxEeW6RApRXdjJPw",e884c7cdbc305cd5a9ec6c47bfa165985a386e76,"NPS_FIRST_WEEK",10,10,2016-03-29 15:45:19.027
"99SZyjVxEeW6RApRXdjJPw",5f7549ffc9f5f1be4e00f80d9896e06c0f78cd42,"STAR",5,5,2016-06-23 11:57:44.89
"99SZyjVxEeW6RApRXdjJPw",800d7ca6436aee8d7d63103cf50d687c84eed5da,"NPS_FIRST_WEEK",10,10,2016-05-29 20:12:30.841
"99SZyjVxEeW6RApRXdjJPw",800d7ca6436aee8d7d63103cf50d687c84eed5da,"STAR",5,5,2016-07-06 01:36:19.179
"99SZyjVxEeW6RApRXdjJPw",437c24c1c450e456a46bc23b96da9ddb13cdc26b,"NPS_FIRST_WEEK",8,10,2016-04-02 09:15:59.547
"99SZyjVxEeW6RApRXdjJPw",ba0120672df54c5d1649a1f07f42682c1a77f2fd,"NPS_END_OF_COURSE",9,10,2016-05-05 16:40:33.137
