course_id,course_item_id,ualberta_user_id,course_quiz_grade_ts,course_quiz_grade,course_quiz_max_grade
"99SZyjVxEeW6RApRXdjJPw","vG7i3",3bad9108c69f72d086d9cf0f05f59b42327af856,2016-06-05 16:34:03.354,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",eaae5b5e883ab7e5e5488e0ced09f692e531fb44,2016-05-26 08:41:31.378,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",ae0dec30b0c9b9f98c2779d61e17d7b411b8a33d,2016-05-19 10:28:11.579,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",01c033fce8e26c0b3bbdb79db7b457c6fed981d1,2016-04-05 04:46:54.367,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",95fe137f401935d9c5489d5ab3a7d106d9138c62,2016-04-02 14:27:51.286,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",a2b3b8b23ccd1d09674874bee148368321e38ace,2016-04-10 17:54:01.716,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",a4c0d489eab266f6d0462c804810dbb51983cc5e,2016-04-04 13:10:45.60,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",28ebb36eabf305a29fa7a0e2e62d2e53dacc5ad7,2016-06-02 23:25:33.856,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",06dab4f5250321c99a0a60920c273b27e2342f73,2016-04-12 01:17:21.501,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",f9ee112cbc68758eb5a07b8733d35ae08a53712c,2016-05-27 22:10:25.784,9,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",cd068c86e25487837c046a681586fce2a9f95f39,2016-04-10 05:04:10.836,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",938f65162bc3a557e5c1e60fff774f1dae89fefe,2016-04-04 20:31:31.857,10,10
"99SZyjVxEeW6RApRXdjJPw","vG7i3",09fb652ffbdfc8f82159303cecffe9420cbb330e,2016-06-02 06:32:51.744,9,10
